"NOM_DE_L'EMPLACEMENT","PROVINCE_OU_TERRITOIRE","PÉRIODE_DE_DONNÉES","GROUPE_D'ÉLÉMENTS","ÉLÉMENT_DES_NORMALES","janv.","févr.","mars","avr.","mai","juin","juil.","août","sept.","oct.","nov.","déc.","année","code"
"BAIE-COMEAU","QC","Normales","Jours avec température minimale","Jours avec température minimale <= 2 °C","31,0","28,2","31,0","28,5","15,2","2,5","0,0","0,23","7,4","19,5","27,2","31,0","221,6","C"
"BAIE-COMEAU","QC","Normales","Jours avec température minimale","Jours avec température minimale <= 0 °C","30,7","28,0","30,2","22,1","9,5","0,77","0,0","0,04","3,2","14,5","24,4","30,2","193,5","C"
"BAIE-COMEAU","QC","Normales","Jours avec température minimale","Jours avec température minimale < -2 °C","30,3","27,4","27,6","16,1","4,3","0,08","0,0","0,0","0,88","8,1","19,5","28,9","163,0","C"
"BAIE-COMEAU","QC","Normales","Jours avec température minimale","Jours avec température minimale < -10 °C","26,2","23,2","17,5","2,7","0,0","0,0","0,0","0,0","0,0","0,04","5,7","20,0","95,1","C"
"BAIE-COMEAU","QC","Normales","Jours avec température minimale","Jours avec température minimale < -20 °C","14,6","12,2","4,8","0,11","0,0","0,0","0,0","0,0","0,0","0,0","0,04","6,0","37,8","C"
"BAIE-COMEAU","QC","Normales","Jours avec température minimale","Jours avec température minimale < -30 °C","2,0","1,4","0,15","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,15","3,6","C"
"BAIE-COMEAU","QC","Normales","Jours avec température minimale","Jours avec température minimale < -40 °C","0,04","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,04","C"
"BAIE-COMEAU","QC","Normales","Jours avec précipitation","Jours avec précipitation >= 0,2 mm","16,4","13,6","14,4","12,7","14,2","13,5","15,7","13,1","13,4","14,6","14,6","16,1","172,2","D"
"BAIE-COMEAU","QC","Normales","Jours avec précipitation","Jours avec précipitation >= 1 mm","10,8","9,8","9,7","9,6","10,1","9,5","11,7","9,8","9,8","10,9","11,0","11,6","124,3","D"
"BAIE-COMEAU","QC","Normales","Jours avec précipitation","Jours avec précipitation >= 5 mm","3,9","3,7","4,2","4,6","5,2","5,3","6,0","4,7","5,4","5,7","4,9","4,8","58,2","D"
"BAIE-COMEAU","QC","Normales","Jours avec précipitation","Jours avec précipitation >= 10 mm","1,8","1,6","1,9","2,4","2,7","3,0","3,4","2,8","3,0","3,4","3,1","2,4","31,4","D"
"BAIE-COMEAU","QC","Normales","Jours avec précipitation","Jours avec précipitation >= 25 mm","0,36","0,24","0,35","0,41","0,22","0,54","0,79","0,56","0,80","0,83","0,65","0,36","6,1","D"
"BAIE-COMEAU","QC","Normales","Jours avec précipitation","Jours avec précipitation >= 50 mm","0,04","0,0","0,0","0,0","0,04","0,0","0,21","0,0","0,08","0,04","0,0","0,04","0,45","D"
"BAIE-COMEAU","QC","Normales","Jours avec précipitation","Jours avec précipitation >= 100 mm","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","D"
"BAIE-COMEAU","QC","Normales","Jours avec épaisseur de neige","Jours avec épaisseur de neige >= 1 cm","30,9","28,3","31,0","","","","","","","","","","",""
"BAIE-COMEAU","QC","Normales","Jours avec épaisseur de neige","Jours avec épaisseur de neige >= 5 cm","30,9","28,3","31,0","","","","","","","","","","",""
"BAIE-COMEAU","QC","Normales","Jours avec épaisseur de neige","Jours avec épaisseur de neige >= 10 cm","30,9","28,3","30,9","","","","","","","","","","",""
"BAIE-COMEAU","QC","Normales","Jours avec épaisseur de neige","Jours avec épaisseur de neige >= 20 cm","28,0","28,3","30,4","","","","","","","","","","",""
"BAIE-COMEAU","QC","Normales","Jours avec épaisseur de neige","Jours avec épaisseur de neige >= 30 cm","17,9","25,6","27,8","","","","","","","","","","",""
"BAIE-COMEAU","QC","Normales","Jours avec épaisseur de neige","Jours avec épaisseur de neige >= 50 cm","7,8","15,3","21,9","","","","","","","","","","",""
"BAIE-COMEAU","QC","Normales","Jours avec épaisseur de neige","Jours avec épaisseur de neige >= 100 cm","0,0","0,0","1,0","","","","","","","","","","",""
