"NOM_STATION_COMPOSITE","CODE_DES_NORMALES","NOM_DE_LA_STATION","ID_CLIMATOLOGIQUE","ID_DE_l'OMM","ID_DE_TC","PROVINCE_OU_TERRITOIRE","LATITUDE","LONGITUDE","ALTITUDE(m)"
"HODGSON","C","HODGSON 3","5031310","","","MANITOBA","51,21","-97,57","231,7"
"INDIAN BAY","C","INDIAN BAY","5031320","","","MANITOBA","49,62","-95,20","326,7"
"ISLAND LAKE","C","ISLAND LAKE A","5061374","71145","YIV","MANITOBA","53,86","-94,65","235,3"
"ISLAND LAKE","C","ISLAND LAKE A","5061375","","YIV","MANITOBA","53,86","-94,65","235,3"
"ISLAND LAKE","C","ISLAND LAKE A","5061376","71145","YIV","MANITOBA","53,85","-94,65","235,6"
"LYNN LAKE","C","LYNN LAKE","5061645","71078","YYL","MANITOBA","56,86","-101,08","356,6"
"LYNN LAKE","C","LYNN LAKE","5061648","","PNK","MANITOBA","56,86","-101,08","356,6"
"LYNN LAKE","C","LYNN LAKE A","5061646","","","MANITOBA","56,86","-101,08","356,6"
"LYNN LAKE","C","LYNN LAKE RCS","5061649","71632","PLE","MANITOBA","56,85","-101,07","354,2"
"MAFEKING","C","MAFEKING","5041685","","","MANITOBA","52,67","-101,10","325,0"
"MELITA","D","MELITA","501A7AR","71447","WEI","MANITOBA","49,28","-100,99","445,9"
"MORDEN","C","MORDEN CDA","5021848","","","MANITOBA","49,18","-98,08","297,5"
"MORDEN","C","MORDEN CDA CS","5021849","71564","XMD","MANITOBA","49,19","-98,08","297,5"
"NORWAY HOUSE","D","NORWAY HOUSE","5062040","71410","YNE","MANITOBA","53,96","-97,84","223,7"
"NORWAY HOUSE","D","NORWAY HOUSE","5062045","","","MANITOBA","53,97","-97,85","223,7"
"NORWAY HOUSE","D","NORWAY HOUSE A","506B047","","","MANITOBA","53,95","-97,85","223,7"
"PINAWA","D","PINAWA","503B1ER","71448","WEA","MANITOBA","50,18","-96,06","268,0"
"PINAWA","D","PINAWA WNRE","5032162","","","MANITOBA","50,18","-96,06","266,7"
"PORTAGE SOUTHPORT","D","PORTAGE SOUTHPORT","5012324","71851","WPG","MANITOBA","49,90","-98,28","272,7"
"PORTAGE SOUTHPORT","D","PORTAGE SOUTHPORT A","5012320","","YPG","MANITOBA","49,90","-98,27","269,7"
"ROBLIN","C","ROBLIN","5012469","71553","WXB","MANITOBA","51,18","-101,36","539,5"
"ROBLIN","C","ROBLIN","5012472","","","MANITOBA","51,23","-101,38","556,0"
"THE PAS","B","THE PAS A","5052880","71867","YQD","MANITOBA","53,97","-101,10","270,4"
"THE PAS","B","THE PAS A","5052881","","YQD","MANITOBA","53,97","-101,09","270,6"
"THE PAS","B","THE PAS A","5052882","71867","YQD","MANITOBA","53,97","-101,09","270,6"
"THE PAS","B","THE PAS CLIMATE","5052890","71695","PQD","MANITOBA","53,97","-101,10","274,0"
"THOMPSON","B","THOMPSON A","5062921","71079","YTH","MANITOBA","55,80","-97,86","224,0"
"THOMPSON","B","THOMPSON A","5062922","71079","YTH","MANITOBA","55,80","-97,86","224,0"
"WINNIPEG RICHARDSON (AÉROPORT)","C","WINNIPEG A CS","502S001","71849","XWG","MANITOBA","49,92","-97,25","238,7"
"WINNIPEG RICHARDSON (AÉROPORT)","C","WINNIPEG INTL A","5023227","","YWG","MANITOBA","49,91","-97,24","238,7"
"WINNIPEG RICHARDSON (AÉROPORT)","C","WINNIPEG RICHARDSON AWOS","5023226","71852","YWG","MANITOBA","49,92","-97,23","238,7"
"WINNIPEG RICHARDSON (AÉROPORT)","C","WINNIPEG RICHARDSON INT'L A","5023222","71852","YWG","MANITOBA","49,92","-97,23","238,7"
"ALMA/FUNDY PARK","C","ALMA","8100200","","","NOUVEAU-BRUNSWICK","45,60","-64,95","42,7"
"ALMA/FUNDY PARK","C","FUNDY PARK (ALMA) CS","8101746","71191","AFY","NOUVEAU-BRUNSWICK","45,60","-64,95","42,7"
"AROOSTOOK","D","AROOSTOOK","8100300","","","NOUVEAU-BRUNSWICK","46,71","-67,72","80,0"
"BAS CARAQUET","C","BAS CARAQUET","8100467","71598","WXS","NOUVEAU-BRUNSWICK","47,80","-64,83","5,0"
"BAS CARAQUET","C","BAS CARAQUET","8100468","","","NOUVEAU-BRUNSWICK","47,80","-64,87","10,7"
"BATHURST","D","BATHURST A","8100503","71574","ZBF","NOUVEAU-BRUNSWICK","47,63","-65,75","58,8"
"BATHURST","D","BATHURST A","8100505","","ZBF","NOUVEAU-BRUNSWICK","47,63","-65,74","58,8"
"BATHURST","D","BATHURST A","8100506","71574","ZBF","NOUVEAU-BRUNSWICK","47,63","-65,74","58,8"
"BOUCTOUCHE","D","BOUCTOUCHE CDA","8100592","","","NOUVEAU-BRUNSWICK","46,43","-64,77","36,0"
"BOUCTOUCHE","D","BOUCTOUCHE CDA CS","8100593","71666","ABT","NOUVEAU-BRUNSWICK","46,43","-64,77","35,9"
"CHARLO","C","CHARLO A","8100880","","","NOUVEAU-BRUNSWICK","47,98","-66,33","40,2"
"CHARLO","C","CHARLO AUTO","8100885","71315","ZCR","NOUVEAU-BRUNSWICK","47,99","-66,33","42,0"
"DOAKTOWN","D","DOAKTOWN","8101200","","","NOUVEAU-BRUNSWICK","46,55","-66,14","57,0"
"DOAKTOWN","D","DOAKTOWN AUTO RCS","8101201","71038","ADN","NOUVEAU-BRUNSWICK","46,59","-66,01","43,0"
"EDMUNDSTON","C","EDMUNDSTON","8101303","71590","ERM","NOUVEAU-BRUNSWICK","47,42","-68,32","154,2"
"EDMUNDSTON","C","EDMUNDSTON","810AL00","","","NOUVEAU-BRUNSWICK","47,35","-68,19","163,0"
"FREDERICTON (AÉROPORT)","C","FREDERICTON A","8101500","","","NOUVEAU-BRUNSWICK","45,87","-66,53","20,7"
"FREDERICTON (AÉROPORT)","C","FREDERICTON INTL A","8101505","71700","YFC","NOUVEAU-BRUNSWICK","45,87","-66,54","20,7"
"GRAND MANAN","F","GRAND MANAN SAR CS","8101925","71030","XGM","NOUVEAU-BRUNSWICK","44,71","-66,80","78,2"
"KOUCHIBOUGAUAC","D","KOUCHIBOUGUAC","8102325","","","NOUVEAU-BRUNSWICK","46,77","-65,00","35,1"
"KOUCHIBOUGAUAC","D","KOUCHIBOUGUAC","8102326","71670","AKC","NOUVEAU-BRUNSWICK","46,79","-65,01","21,0"
"KOUCHIBOUGAUAC","D","KOUCHIBOUGUAC CS","8102328","71670","AKC","NOUVEAU-BRUNSWICK","46,78","-65,02","21,0"
"MIRAMICHI","C","MIRAMICHI A","8101000","","","NOUVEAU-BRUNSWICK","47,01","-65,47","32,9"
"MIRAMICHI","C","MIRAMICHI RCS","8100989","71744","ACQ","NOUVEAU-BRUNSWICK","47,01","-65,47","33,0"
"MISCOU ISLAND","F","MISCOU ISLAND (AUT)","8103050","71719","WMI","NOUVEAU-BRUNSWICK","48,01","-64,49","4,0"
"MONCTON","C","MONCTON A","8103200","71705","YQM","NOUVEAU-BRUNSWICK","46,11","-64,68","70,7"
"MONCTON","C","MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A","8103201","71705","YQM","NOUVEAU-BRUNSWICK","46,11","-64,68","70,7"
"POINT LEPREAU","D","POINT LEPREAU CS","8104201","71699","WPE","NOUVEAU-BRUNSWICK","45,07","-66,45","6,0"
"SAINT JOHN","C","SAINT JOHN A","8104900","71609","YSJ","NOUVEAU-BRUNSWICK","45,32","-65,89","108,8"
"SAINT JOHN","C","SAINT JOHN A","8104901","71609","YSJ","NOUVEAU-BRUNSWICK","45,32","-65,89","108,8"
"ST. LEONARD","C","ST LEONARD A","8104928","71703","YSL","NOUVEAU-BRUNSWICK","47,16","-67,83","242,2"
"ST. LEONARD","C","ST LEONARD CS","810I001","71019","WIY","NOUVEAU-BRUNSWICK","47,16","-67,83","245,0"
"ST. STEPHEN","F","ST STEPHEN (AUT)","8104937","71607","WSS","NOUVEAU-BRUNSWICK","45,22","-67,25","26,1"
"ST. STEPHEN","F","ST. STEPHEN","8104935","71607","WSS","NOUVEAU-BRUNSWICK","45,21","-67,25","26,1"
"SUSSEX/FOUR CORNERS","D","SUSSEX","8105200","","","NOUVEAU-BRUNSWICK","45,72","-65,53","21,3"
"SUSSEX/FOUR CORNERS","D","SUSSEX FOUR CORNERS","8105210","71656","ASF","NOUVEAU-BRUNSWICK","45,74","-65,53","47,0"
"UPSALQUITCH LAKE","E","UPSALQUITCH LAKE","8105551","","","NOUVEAU-BRUNSWICK","47,46","-66,42","624,8"
"WOODSTOCK/NEWBRIDGE","A","WOODSTOCK","8105600","","","NOUVEAU-BRUNSWICK","46,17","-67,55","153,0"
"WOODSTOCK/NEWBRIDGE","A","WOODSTOCK NEWBRIDGE","8105603","71606","EWD","NOUVEAU-BRUNSWICK","46,15","-67,54","154,0"
"BEAVER ISLAND","C","BEAVER ISLAND (AUT)","8200558","71403","WBV","NOUVELLE-ÉCOSSE","44,82","-62,33","16,0"
"BRIDGEWATER","D","BRIDGEWATER","8200600","","","NOUVELLE-ÉCOSSE","44,40","-64,55","27,4"
"CARIBOU POINT","F","CARIBOU POINT (AUT)","8200774","71415","WBK","NOUVELLE-ÉCOSSE","45,77","-62,68","2,4"
"CHETICAMP","C","CHETICAMP","8200825","","","NOUVELLE-ÉCOSSE","46,65","-60,95","11,0"
"CHETICAMP","C","CHETICAMP CS","8200827","71959","XCH","NOUVELLE-ÉCOSSE","46,65","-60,95","43,9"
"CHETICAMP","C","CHETICAMP HIGHLANDS NATIONAL PARK","8200828","73023","AHT","NOUVELLE-ÉCOSSE","46,65","-60,95","8,0"
"COLLEGEVILLE","D","COLLEGEVILLE","8201000","","","NOUVELLE-ÉCOSSE","45,48","-62,02","76,2"
"COLLEGEVILLE","D","COLLEGEVILLE AUTO","8201001","71698","AGL","NOUVELLE-ÉCOSSE","45,49","-62,01","69,0"
"DEBERT","D","DEBERT","8201380","","","NOUVELLE-ÉCOSSE","45,42","-63,42","38,1"
"DEBERT","D","DEBERT","8201390","71317","ZDB","NOUVELLE-ÉCOSSE","45,42","-63,47","37,5"
"GREENWOOD","A","GREENWOOD A","8202000","71397","YZX","NOUVELLE-ÉCOSSE","44,98","-64,92","28,0"
"HALIFAX STANFIELD (AÉROPORT)","C","HALIFAX STANFIELD INT'L A","8202250","71395","YHZ","NOUVELLE-ÉCOSSE","44,88","-63,50","145,4"
"HALIFAX STANFIELD (AÉROPORT)","C","HALIFAX STANFIELD INT'L A","8202251","71395","YHZ","NOUVELLE-ÉCOSSE","44,88","-63,51","145,4"
"HART ISLAND","C","HART ISLAND (AUT)","8202318","71419","WRN","NOUVELLE-ÉCOSSE","45,35","-60,98","8,2"
"INGONISH BEACH","D","INGONISH BEACH","8202500","","","NOUVELLE-ÉCOSSE","46,65","-60,40","7,9"
"INGONISH BEACH","D","INGONISH BEACH RCS","8202502","71027","XIB","NOUVELLE-ÉCOSSE","46,66","-60,41","10,0"
"KEJIMKUJIK","D","KEJIMKUJIK 1","8202592","71599","WKG","NOUVELLE-ÉCOSSE","44,40","-65,20","125,0"
"KEJIMKUJIK","D","KEJIMKUJIK PARK","8202590","","","NOUVELLE-ÉCOSSE","44,43","-65,20","126,8"
"NAPPAN","C","NAPPAN AUTO","8203702","71311","XNP","NOUVELLE-ÉCOSSE","45,76","-64,24","19,8"
"NAPPAN","C","NAPPAN CDA","8203700","","","NOUVELLE-ÉCOSSE","45,77","-64,25","19,8"
"NORTH MOUNTAIN","F","NORTH MOUNTAIN CS","8204161","71604","XNM","NOUVELLE-ÉCOSSE","46,82","-60,67","439,4"
"PARRSBORO","C","PARRSBORO","8204400","","","NOUVELLE-ÉCOSSE","45,40","-64,33","24,3"
"PARRSBORO","C","PARRSBORO","8204402","71493","APR","NOUVELLE-ÉCOSSE","45,41","-64,35","30,9"
"PORT HAWKESBURY","F","PORT HAWKESBURY","8204495","71041","YPD","NOUVELLE-ÉCOSSE","45,66","-61,37","114,9"
"PORT HAWKESBURY","F","PORT HAWKESBURY A","8204491","","","NOUVELLE-ÉCOSSE","45,65","-61,38","114,9"
"SABLE ISLAND","F","SABLE ISLAND","8204700","71600","ESA","NOUVELLE-ÉCOSSE","43,93","-60,01","5,0"
"SABLE ISLAND","F","SABLE ISLAND","8204701","","YSA","NOUVELLE-ÉCOSSE","43,93","-60,00","4,0"
"SABLE ISLAND","F","SABLE ISLAND","8204708","73025","ASB","NOUVELLE-ÉCOSSE","43,93","-60,01","1,2"
"SABLE ISLAND","F","SABLE ISLAND A","8204703","71595","WSA","NOUVELLE-ÉCOSSE","43,93","-59,96","1,2"
"SHEARWATER","D","SHEARWATER A","8205090","71601","YAW","NOUVELLE-ÉCOSSE","44,63","-63,50","44,0"
"SHEARWATER","D","SHEARWATER AUTO","8205091","","WAW","NOUVELLE-ÉCOSSE","44,64","-63,51","53,0"
"SHEARWATER","D","SHEARWATER RCS","8205092","71264","AAW","NOUVELLE-ÉCOSSE","44,63","-63,51","24,0"
"ST. PAUL ISLAND","D","ST PAUL ISLAND (AUT)","8204909","71418","WEF","NOUVELLE-ÉCOSSE","47,23","-60,14","27,0"
"SYDNEY","C","SYDNEY A","8205700","71707","YQY","NOUVELLE-ÉCOSSE","46,17","-60,05","61,9"
"SYDNEY","C","SYDNEY A","8205701","71707","YQY","NOUVELLE-ÉCOSSE","46,16","-60,05","61,9"
"SYDNEY","C","SYDNEY CS","8205702","71758","AQY","NOUVELLE-ÉCOSSE","46,16","-60,04","62,5"
"TATAMAGOUCHE","D","TATAMAGOUCHE","8205774","","","NOUVELLE-ÉCOSSE","45,68","-63,23","18,0"
"UPPER STEWIACKE","C","UPPER STEWIACKE","8206200","","","NOUVELLE-ÉCOSSE","45,22","-63,00","22,9"
"UPPER STEWIACKE","C","UPPER STEWIACKE RCS","8204193","71753","AOH","NOUVELLE-ÉCOSSE","45,23","-63,06","23,5"
"WATERVILLE CAMBRIDGE","A","WATERVILLE CAMBRIDGE","8206222","","","NOUVELLE-ÉCOSSE","45,05","-64,65","30,6"
"WESTERN HEAD","E","WESTERN HEAD","8206240","71411","WWE","NOUVELLE-ÉCOSSE","43,99","-64,66","10,1"
"YARMOUTH","C","YARMOUTH A","8206495","71603","YQI","NOUVELLE-ÉCOSSE","43,83","-66,09","42,9"
"YARMOUTH","C","YARMOUTH A","8206500","","YQI","NOUVELLE-ÉCOSSE","43,83","-66,09","43,0"
"YARMOUTH","C","YARMOUTH RCS","8206491","71884","EQI","NOUVELLE-ÉCOSSE","43,83","-66,09","36,0"
"ALERT","C","ALERT","2400300","","WLT","NUNAVUT","82,52","-62,28","30,5"
"ALERT","C","ALERT CLIMATE","2400305","71355","ZLT","NUNAVUT","82,50","-62,33","65,4"
"ALERT","C","ALERT UA","2400306","71082","","NUNAVUT","82,50","-62,33","65,4"
"ARVIAT","C","ARVIAT A","2300427","71174","YEK","NUNAVUT","61,09","-94,07","10,4"
"ARVIAT","C","ARVIAT A","2300MKF","","YEK","NUNAVUT","61,10","-94,07","10,4"
"ARVIAT","C","ARVIAT AWOS","2300426","","YEK","NUNAVUT","61,10","-94,07","10,4"
"ARVIAT","C","ARVIAT CLIMATE","2301153","71322","XAR","NUNAVUT","61,10","-94,07","9,8"
"BAKER LAKE","D","BAKER LAKE A","2300500","71926","YBK","NUNAVUT","64,30","-96,08","18,6"
"BAKER LAKE","D","BAKER LAKE A","2300503","71926","YBK","NUNAVUT","64,30","-96,08","18,6"
"BAKER LAKE","D","BAKER LAKE CLIMATE","2300501","71356","XBL","NUNAVUT","64,32","-96,00","50,8"
"BREVOORT ISLAND","C","BREVOORT ISLAND","2400565","71097","WOB","NUNAVUT","63,34","-64,15","376,0"
"BROUGHTON ISLAND","C","BROUGHTON ISLAND","2400570","71096","WVD","NUNAVUT","67,54","-63,79","584,4"
"CAMBRIDGE BAY","A","CAMBRIDGE BAY A","2400600","71925","YCB","NUNAVUT","69,11","-105,14","31,1"
"CAMBRIDGE BAY","A","CAMBRIDGE BAY A","2400601","71925","YCB","NUNAVUT","69,11","-105,14","31,1"
"CAMBRIDGE BAY","A","CAMBRIDGE BAY GSN","2400602","71288","XCM","NUNAVUT","69,11","-105,14","18,7"
"CLYDE RIVER","D","CLYDE A","2400800","71090","YCY","NUNAVUT","70,49","-68,52","26,5"
"CLYDE RIVER","D","CLYDE AWOS","2400801","71090","YCY","NUNAVUT","70,49","-68,52","26,5"
"CLYDE RIVER","D","CLYDE RIVER A","2400804","71090","YCY","NUNAVUT","70,49","-68,52","26,5"
"CLYDE RIVER","D","CLYDE RIVER CLIMATE","2400802","71358","ZCY","NUNAVUT","70,48","-68,52","26,5"
"CORAL HARBOUR","E","CORAL HARBOUR A","2301000","71915","YZS","NUNAVUT","64,19","-83,36","62,2"
"CORAL HARBOUR","E","CORAL HARBOUR A","2301002","71915","YZS","NUNAVUT","64,19","-83,36","62,2"
"CORAL HARBOUR","E","CORAL HARBOUR RCS","2301010","71134","NZS","NUNAVUT","64,18","-83,35","57,0"
"CROKER RIVER","D","CROKER RIVER","230J01Q","71059","WXR","NUNAVUT","69,28","-119,22","69,4"
"DEWAR LAKES","G","DEWAR LAKES","2401030","71092","WUW","NUNAVUT","68,65","-71,17","526,7"
"EUREKA","B","EUREKA A","2401200","71917","WEU","NUNAVUT","79,98","-85,93","10,4"
"EUREKA","B","EUREKA A","2401203","71917","WEU","NUNAVUT","79,99","-85,81","82,9"
"EUREKA","B","EUREKA A","2401208","","WEU","NUNAVUT","79,99","-85,81","82,9"
"EUREKA","B","EUREKA CLIMATE","2401199","71613","NEK","NUNAVUT","79,99","-85,93","10,0"
"GJOA HAVEN","D","GJOA HAVEN A","2302335","","YHK","NUNAVUT","68,64","-95,85","46,9"
"GJOA HAVEN","D","GJOA HAVEN A","2302337","71597","YHK","NUNAVUT","68,64","-95,85","46,9"
"GJOA HAVEN","D","GJOA HAVEN CLIMATE","2302340","71363","ZHK","NUNAVUT","68,64","-95,85","42,3"
"GRISE FIORD","E","GRISE FIORD","2402346","","WGZ","NUNAVUT","76,42","-82,90","42,7"
"GRISE FIORD","E","GRISE FIORD A","2402360","","WGZ","NUNAVUT","76,43","-82,91","41,1"
"GRISE FIORD","E","GRISE FIORD CLIMATE","2402351","71971","NGC","NUNAVUT","76,42","-82,90","44,5"
"HAT ISLAND","C","HAT ISLAND","2302370","71084","WIL","NUNAVUT","68,32","-100,09","36,1"
"IGLOOLIK","D","IGLOOLIK A","2402543","","YGT","NUNAVUT","69,37","-81,82","52,7"
"IGLOOLIK","D","IGLOOLIK A","2402546","","YGT","NUNAVUT","69,36","-81,82","52,7"
"IQALUIT","D","IQALUIT A","2402590","71909","YFB","NUNAVUT","63,75","-68,55","33,5"
"IQALUIT","D","IQALUIT A","2402596","","YFB","NUNAVUT","63,76","-68,56","33,5"
"IQALUIT","D","IQALUIT AWOS","2402591","71909","YFB","NUNAVUT","63,75","-68,55","33,5"
"IQALUIT","D","IQALUIT CLIMATE","2402592","71321","XFB","NUNAVUT","63,75","-68,54","33,5"
"IQALUIT","D","IQALUIT UA","2402594","71909","","NUNAVUT","63,75","-68,55","21,9"
"KINNGAIT/CAPE DORSET","D","CAPE DORSET A","2400635","71910","YTE","NUNAVUT","64,23","-76,53","48,2"
"KINNGAIT/CAPE DORSET","D","CAPE DORSET AWOS","2400634","71910","YTE","NUNAVUT","64,23","-76,53","48,2"
"KINNGAIT/CAPE DORSET","D","KINNGAIT","2400636","71575","NCD","NUNAVUT","64,23","-76,53","50,0"
"KINNGAIT/CAPE DORSET","D","KINNGAIT AIRPORT","2400637","71366","YTE","NUNAVUT","64,23","-76,53","48,2"
"KUGAARUK","C","KUGAARUK A","2303092","","YBB","NUNAVUT","68,54","-89,80","15,5"
"KUGAARUK","C","KUGAARUK A","2303095","","YBB","NUNAVUT","68,54","-89,81","15,5"
"KUGAARUK","C","KUGAARUK CLIMATE","2303094","71407","NBB","NUNAVUT","68,54","-89,80","15,8"
"KUGLUKTUK","A","KUGLUKTUK A","2300902","71938","YCO","NUNAVUT","67,82","-115,14","22,6"
"KUGLUKTUK","A","KUGLUKTUK A","2300903","71938","YCO","NUNAVUT","67,82","-115,14","22,6"
"KUGLUKTUK","A","KUGLUKTUK CLIMATE","2300904","71332","NCO","NUNAVUT","67,82","-115,14","22,6"
"LUPIN","D","LUPIN A","23026HN","","YWO","NUNAVUT","65,76","-111,25","490,1"
"LUPIN","D","LUPIN CS","230N002","71470","WIJ","NUNAVUT","65,76","-111,25","488,0"
"NAUJAAT/REPULSE BAY","D","NAUJAAT A","2403495","","YUT","NUNAVUT","66,52","-86,22","22,9"
"NAUJAAT/REPULSE BAY","D","REPULSE BAY A","2403490","","YUT","NUNAVUT","66,52","-86,22","22,9"
"PANGNIRTUNG","F","PANGNIRTUNG","2403049","71826","WXP","NUNAVUT","66,14","-65,71","22,6"
"PANGNIRTUNG","F","PANGNIRTUNG A","2403053","","YXP","NUNAVUT","66,15","-65,71","24,1"
"PANGNIRTUNG","F","PANGNIRTUNG A","2403054","","YXP","NUNAVUT","66,15","-65,71","24,0"
"POND INLET","C","POND INLET A","2403201","71095","YIO","NUNAVUT","72,69","-77,97","61,6"
"POND INLET","C","POND INLET A","2403206","71095","YIO","NUNAVUT","72,69","-77,97","61,6"
"POND INLET","C","POND INLET AWOS","2403202","71095","YIO","NUNAVUT","72,69","-77,97","61,6"
"POND INLET","C","POND INLET CLIMATE","2403204","71576","NDT","NUNAVUT","72,69","-77,96","64,7"
"QIKIQTARJUAQ","E","QIKIQTARJUAQ A","2400572","71338","YVM","NUNAVUT","67,55","-64,03","5,5"
"QIKIQTARJUAQ","E","QIKIQTARJUAQ A","2400577","","YVM","NUNAVUT","67,55","-64,03","5,5"
"QIKIQTARJUAQ","E","QIKIQTARJUAQ AWOS","2400571","71338","YVM","NUNAVUT","67,55","-64,03","5,5"
"QIKIQTARJUAQ","E","QIKIQTARJUAQ CLIMATE","2400573","71357","ZVM","NUNAVUT","67,55","-64,03","6,4"
"RANKIN INLET","C","RANKIN INLET A","2303401","71083","YRT","NUNAVUT","62,82","-92,12","32,3"
"RANKIN INLET","C","RANKIN INLET A","2303405","71083","YRT","NUNAVUT","62,81","-92,11","32,3"
"RESOLUTE BAY","C","RESOLUTE BAY A","2403498","71924","YRB","NUNAVUT","74,72","-94,97","67,7"
"RESOLUTE BAY","C","RESOLUTE CARS","2403500","71924","YRB","NUNAVUT","74,72","-94,97","67,7"
"RESOLUTE BAY","C","RESOLUTE CS","2403505","71018","XRB","NUNAVUT","74,72","-94,98","30,0"
"SANIRAJAK/HALL BEACH","D","HALL BEACH A","2402350","71081","YUX","NUNAVUT","68,78","-81,24","9,1"
"SANIRAJAK/HALL BEACH","D","HALL BEACH AWOS","2402352","71081","YUX","NUNAVUT","68,78","-81,24","9,1"
"SANIRAJAK/HALL BEACH","D","SANIRAJAK","2402353","71320","XUX","NUNAVUT","68,78","-81,24","8,2"
"SANIRAJAK/HALL BEACH","D","SANIRAJAK AIRPORT","2402354","71293","YUX","NUNAVUT","68,78","-81,24","9,1"
"SHEPHERD BAY","C","SHEPHERD BAY A","2303685","71911","YUS","NUNAVUT","68,82","-93,43","42,7"
"TALOYOAK","C","TALOYOAK A","2403854","71580","YYH","NUNAVUT","69,55","-93,58","27,4"
"TALOYOAK","C","TALOYOAK A","2403855","71580","YYH","NUNAVUT","69,55","-93,58","27,4"
"TALOYOAK","C","TALOYOAK A","2403856","","YYH","NUNAVUT","69,55","-93,58","27,4"
"WHALE COVE","D","WHALE COVE A","2303986","","YXN","NUNAVUT","62,24","-92,60","12,2"
"WHALE COVE","D","WHALE COVE A","2303990","","YXN","NUNAVUT","62,24","-92,60","12,2"
"ARMSTRONG","D","ARMSTRONG (AUT)","6040325","71841","WYW","ONTARIO","50,29","-88,91","322,5"
"ATIKOKAN","D","ATIKOKAN (AUT)","6020LPQ","71747","WCH","ONTARIO","48,76","-91,63","389,3"
"ATIKOKAN","D","ATIKOKAN MARMION","6020384","","","ONTARIO","48,80","-91,58","442,0"
"BANCROFT","E","BANCROFT AUTO","616I001","71294","WRK","ONTARIO","45,07","-77,88","330,7"
"BIG TROUT LAKE","F","BIG TROUT LAKE","6010740","71208","OTL","ONTARIO","53,82","-89,89","222,5"
"BIG TROUT LAKE","F","BIG TROUT LAKE A","6010735","71675","YTL","ONTARIO","53,82","-89,90","222,5"
"BIG TROUT LAKE","F","BIG TROUT LAKE READAC","6010739","","TBL","ONTARIO","53,82","-89,90","222,2"
"BROCKVILLE","A","BROCKVILLE CLIMATE","6100970","71161","TBO","ONTARIO","44,64","-75,75","120,4"
"BROCKVILLE","A","BROCKVILLE PCC","6100971","","","ONTARIO","44,60","-75,67","96,0"
"BURLINGTON PIERS","C","BURLINGTON PIERS (AUT)","6151061","71437","WWB","ONTARIO","43,30","-79,80","77,4"
"CENTREVILLE","C","CENTREVILLE","6151309","","","ONTARIO","44,40","-76,91","150,0"
"CHAPLEAU","C","CHAPLEAU A","6061361","","","ONTARIO","47,82","-83,35","448,1"
"CHAPLEAU","C","CHAPLEAU A","6061362","71642","YLD","ONTARIO","47,82","-83,35","448,1"
"CHAPLEAU","C","CHAPLEAU A","6061365","","YLD","ONTARIO","47,82","-83,35","448,1"
"COBOURG","F","COBOURG (AUT)","6151684","71431","WNC","ONTARIO","43,95","-78,17","77,7"
"COLLINGWOOD","E","COLLINGWOOD","6111792","71270","WCO","ONTARIO","44,50","-80,22","178,3"
"CORNWALL","C","CORNWALL","6101874","","","ONTARIO","45,02","-74,75","64,0"
"DELHI","D","DELHI CDA","6131982","","","ONTARIO","42,87","-80,55","231,6"
"DELHI","D","DELHI CS","6131983","71573","XDI","ONTARIO","42,87","-80,55","231,7"
"DRUMMOND CENTRE","C","DRUMMOND CENTRE","6102J13","","","ONTARIO","45,03","-76,25","145,0"
"EARLTON","D","EARLTON A","6072223","71684","YXR","ONTARIO","47,70","-79,85","243,8"
"EARLTON","D","EARLTON A","6072225","","YXR","ONTARIO","47,70","-79,85","243,2"
"EARLTON","D","EARLTON AWOS","6072224","","","ONTARIO","47,70","-79,85","243,4"
"EARLTON","D","EARLTON CLIMATE","6072230","71213","TXR","ONTARIO","47,70","-79,85","243,4"
"EGBERT","D","EGBERT CARE","611KBE0","","","ONTARIO","44,23","-79,78","252,0"
"EGBERT","D","EGBERT CS","611E001","71296","XET","ONTARIO","44,23","-79,78","251,0"
"ELORA","E","ELORA AUTOMATIC CLIMATE STATION","614B2H4","","","ONTARIO","43,65","-80,42","376,4"
"ELORA","E","ELORA RCS","6142286","71352","ZEL","ONTARIO","43,65","-80,42","376,4"
"ERIEAU","D","ERIEAU (AUT)","613KLLM","71465","WAJ","ONTARIO","42,25","-81,90","178,0"
"FORT ERIE","D","FORT ERIE","6132470","","","ONTARIO","42,88","-78,97","179,8"
"FORT FRANCES","C","FORT FRANCES A","6022476","","","ONTARIO","48,65","-93,43","342,0"
"FORT FRANCES","C","FORT FRANCES RCS","6022474","71962","TAG","ONTARIO","48,65","-93,44","342,0"
"GERALDTON","B","GERALDTON A","6042716","","YGQ","ONTARIO","49,78","-86,93","348,4"
"GERALDTON","B","GERALDTON A","6042717","","YGQ","ONTARIO","49,78","-86,94","348,4"
"GODERICH","E","GODERICH","6122847","71261","WGD","ONTARIO","43,77","-81,72","213,7"
"GODERICH","E","SALTFORD","6127418","","","ONTARIO","43,75","-81,68","228,6"
"GORE BAY","E","GORE BAY  AWOS","6092930","","OZE","ONTARIO","45,88","-82,57","193,5"
